schlcode,sc_size,sc_boys,sc_girls,mrkgrm,mrkmth,classize,pct_dis,class_id,regioncode,n_classes
41335,102,56,46,76,74,34,3,1109,Reg6,3
41335,102,56,46,76,74,33,3,1110,Reg6,3
41336,33,21,12,82,78,33,3,1111,Reg1,1
41339,67,30,37,75,75,35,16,1113,Reg6,2
41339,67,30,37,75,75,32,16,1114,Reg6,2
41340,156,84,72,78,73,36,4,1116,Reg6,4
41340,156,84,72,78,73,37,4,1117,Reg6,4
41340,156,84,72,78,73,36,4,1118,Reg6,4
41340,156,84,72,78,73,36,4,1115,Reg6,4
41342,78,39,39,73,81,40,9,1120,Reg5,2
41342,78,39,39,73,81,38,9,1119,Reg5,2
41343,86,45,41,76,71,36,6,1121,Reg6,2
41343,86,45,41,76,71,35,6,1122,Reg6,2
41344,52,23,29,81,80,22,0,1123,Reg2,2
41344,52,23,29,81,80,30,0,1124,Reg2,2
41345,105,51,54,73,70,36,4,1125,Reg6,3
41345,105,51,54,73,70,35,4,1127,Reg6,3
41345,105,51,54,73,70,34,4,1126,Reg6,3
41346,75,41,34,74,74,40,5,1128,Reg5,2
41346,75,41,34,74,74,35,5,1129,Reg5,2
41347,107,64,43,73,64,32,5,1130,Reg6,3
41347,107,64,43,73,64,34,5,1131,Reg6,3
41347,107,64,43,73,64,32,5,1132,Reg6,3
41348,173,93,80,80,76,40,8,1133,Reg5,4
41348,173,93,80,80,76,40,8,1134,Reg5,4
41348,173,93,80,80,76,40,8,1135,Reg5,4
41348,173,93,80,80,76,38,8,1136,Reg5,4
41362,69,38,31,81,78,38,4,1137,Reg4,2
41362,69,38,31,81,78,31,4,1138,Reg4,2
41363,91,52,39,73,75,31,8,1140,Reg6,3
41363,91,52,39,73,75,31,8,1141,Reg6,3
41363,91,52,39,73,75,29,8,1139,Reg6,3
41364,116,67,49,77,76,37,4,1142,Reg6,3
41364,116,67,49,77,76,40,4,1144,Reg6,3
41364,116,67,49,77,76,39,4,1143,Reg6,3
41365,49,28,21,61,55,27,43,1145,Reg5,2
41365,49,28,21,61,55,22,43,1146,Reg5,2
41366,74,36,38,82,78,32,8,1147,Reg5,2
41366,74,36,38,82,78,30,8,1148,Reg5,2
41367,135,67,68,79,74,33,3,1149,Reg6,4
41367,135,67,68,79,74,30,3,1150,Reg6,4
41367,135,67,68,79,74,31,3,1152,Reg6,4
41367,135,67,68,79,74,30,3,1151,Reg6,4
41368,101,48,53,78,80,34,16,1153,Reg3,3
41368,101,48,53,78,80,33,16,1155,Reg3,3
41368,101,48,53,78,80,34,16,1154,Reg3,3
41369,101,49,52,77,75,34,4,1156,Reg4,3
41369,101,49,52,77,75,33,4,1157,Reg4,3
41369,101,49,52,77,75,34,4,1158,Reg4,3
41370,24,11,13,79,67,24,4,1159,Reg4,1
41371,33,17,16,70,69,33,5,1160,Reg6,1
41381,77,38,39,62,66,38,30,1162,Reg6,2
41381,77,38,39,62,66,39,30,1161,Reg6,2
41382,115,50,65,73,69,39,9,1163,Reg5,3
41382,115,50,65,73,69,38,9,1164,Reg5,3
41382,115,50,65,73,69,38,9,1165,Reg5,3
41383,213,100,113,81,80,37,2,1166,Reg6,6
41383,213,100,113,81,80,35,2,1167,Reg6,6
41383,213,100,113,81,80,36,2,1168,Reg6,6
41383,213,100,113,81,80,34,2,1169,Reg6,6
41383,213,100,113,81,80,35,2,1171,Reg6,6
41383,213,100,113,81,80,36,2,1170,Reg6,6
41384,72,31,41,82,79,41,5,1173,Reg4,2
41384,72,31,41,82,79,31,5,1172,Reg4,2
41385,139,71,68,77,70,34,6,1174,Reg5,4
41385,139,71,68,77,70,35,6,1175,Reg5,4
41385,139,71,68,77,70,34,6,1176,Reg5,4
41385,139,71,68,77,70,36,6,1177,Reg5,4
41388,128,67,61,70,62,34,13,1178,Reg6,4
41388,128,67,61,70,62,28,13,1179,Reg6,4
41388,128,67,61,70,62,33,13,1181,Reg6,4
41388,128,67,61,70,62,33,13,1180,Reg6,4
41390,112,54,58,79,73,39,3,1182,Reg6,3
41390,112,54,58,79,73,35,3,1183,Reg6,3
41390,112,54,58,79,73,38,3,1184,Reg6,3
41391,152,79,73,73,68,38,5,1185,Reg6,4
41391,152,79,73,73,68,37,5,1186,Reg6,4
41391,152,79,73,73,68,38,5,1187,Reg6,4
41391,152,79,73,73,68,39,5,1188,Reg6,4
41392,71,45,26,55,56,29,25,1189,Reg5,2
41392,71,45,26,55,56,28,25,1190,Reg5,2
41394,77,41,36,78,82,39,3,1191,Reg6,2
41394,77,41,36,78,82,38,3,1192,Reg6,2
41397,29,16,13,79,75,29,0,1193,Reg6,1
41398,42,20,22,68,58,20,8,1194,Reg4,2
41398,42,20,22,68,58,22,8,1195,Reg4,2
41399,66,44,22,76,76,32,32,1197,Reg3,2
41399,66,44,22,76,76,34,32,1196,Reg3,2
41400,106,55,51,79,74,36,3,1198,Reg5,3
41400,106,55,51,79,74,36,3,1199,Reg5,3
41400,106,55,51,79,74,34,3,1200,Reg5,3
41402,123,60,63,76,72,27,4,1201,Reg5,4
41402,123,60,63,76,72,34,4,1202,Reg5,4
41402,123,60,63,76,72,33,4,1203,Reg5,4
41402,123,60,63,76,72,29,4,1204,Reg5,4
41403,26,15,11,63,60,26,14,1205,Reg5,1
41406,117,54,63,58,52,38,26,1206,Reg6,3
41406,117,54,63,58,52,40,26,1207,Reg6,3
41406,117,54,63,58,52,39,26,1208,Reg6,3
41407,118,71,47,78,76,40,1,1209,Reg6,3
41407,118,71,47,78,76,40,1,1210,Reg6,3
41407,118,71,47,78,76,38,1,1211,Reg6,3
41408,76,38,38,64,61,29,15,1212,Reg6,3
41408,76,38,38,64,61,27,15,1213,Reg6,3
41408,76,38,38,64,61,20,15,1214,Reg6,3
41409,87,45,42,80,82,29,2,1215,Reg6,3
41409,87,45,42,80,82,29,2,1216,Reg6,3
41409,87,45,42,80,82,29,2,1217,Reg6,3
41413,99,47,52,63,55,33,12,1219,Reg5,3
41413,99,47,52,63,55,32,12,1220,Reg5,3
41413,99,47,52,63,55,34,12,1221,Reg5,3
41415,86,49,37,74,71,39,4,1222,Reg6,2
41415,86,49,37,74,71,39,4,1223,Reg6,2
41417,91,48,43,79,75,38,10,1224,Reg5,2
41417,91,48,43,79,75,41,10,1225,Reg5,2
41418,74,40,34,77,75,40,5,1226,Reg6,2
41418,74,40,34,77,75,34,5,1227,Reg6,2
41419,45,17,28,78,76,21,6,1228,Reg4,2
41419,45,17,28,78,76,24,6,1229,Reg4,2
41420,97,59,38,66,67,31,15,1230,Reg5,3
41420,97,59,38,66,67,31,15,1231,Reg5,3
41420,97,59,38,66,67,35,15,1232,Reg5,3
41421,21,21,0,58,55,21,66,1233,Reg5,1
41423,119,65,54,78,76,40,7,1234,Reg5,3
41423,119,65,54,78,76,40,7,1235,Reg5,3
41423,119,65,54,78,76,40,7,1236,Reg5,3
41424,69,42,27,68,67,35,7,1237,Reg6,2
41424,69,42,27,68,67,34,7,1238,Reg6,2
41425,94,48,46,73,64,34,6,1239,Reg6,3
41425,94,48,46,73,64,29,6,1241,Reg6,3
41425,94,48,46,73,64,31,6,1240,Reg6,3
41426,98,54,44,82,85,32,5,1242,Reg6,3
41426,98,54,44,82,85,36,5,1243,Reg6,3
41426,98,54,44,82,85,30,5,1244,Reg6,3
41427,63,37,26,60,58,25,25,1245,Reg5,2
41427,63,37,26,60,58,28,25,1246,Reg5,2
41431,76,38,38,81,74,36,1,1247,Reg4,2
41431,76,38,38,81,74,40,1,1248,Reg4,2
41432,75,42,33,78,74,33,16,1249,Reg5,2
41432,75,42,33,78,74,33,16,1250,Reg5,2
41433,78,38,40,81,76,40,3,1251,Reg5,2
41433,78,38,40,81,76,38,3,1252,Reg5,2
41434,102,52,50,72,66,32,4,1254,Reg6,3
41434,102,52,50,72,66,34,4,1255,Reg6,3
41434,102,52,50,72,66,36,4,1253,Reg6,3
41435,97,47,50,76,70,35,1,1256,Reg6,3
41435,97,47,50,76,70,26,1,1258,Reg6,3
41435,97,47,50,76,70,36,1,1257,Reg6,3
41436,160,73,87,76,73,37,3,1259,Reg6,4
41436,160,73,87,76,73,38,3,1260,Reg6,4
41436,160,73,87,76,73,37,3,1262,Reg6,4
41436,160,73,87,76,73,38,3,1261,Reg6,4
41437,66,36,30,73,74,30,3,1263,Reg6,2
41437,66,36,30,73,74,36,3,1264,Reg6,2
41440,74,49,25,75,74,37,2,1265,Reg4,2
41440,74,49,25,75,74,37,2,1266,Reg4,2
41441,91,45,46,73,71,32,1,1268,Reg4,3
41441,91,45,46,73,71,32,1,1269,Reg4,3
41441,91,45,46,73,71,32,1,1267,Reg4,3
41442,78,37,41,73,61,39,13,1270,Reg5,2
41442,78,37,41,73,61,39,13,1271,Reg5,2
41443,114,50,64,73,69,37,5,1272,Reg5,3
41443,114,50,64,73,69,38,5,1273,Reg5,3
41443,114,50,64,73,69,39,5,1274,Reg5,3
41444,87,45,42,80,81,28,1,1275,Reg6,3
41444,87,45,42,80,81,31,1,1276,Reg6,3
41444,87,45,42,80,81,28,1,1277,Reg6,3
41445,189,108,81,78,75,35,13,1278,Reg5,6
41445,189,108,81,78,75,36,13,1280,Reg5,6
41445,189,108,81,78,75,25,13,1281,Reg5,6
41445,189,108,81,78,75,25,13,1282,Reg5,6
41445,189,108,81,78,75,31,13,1283,Reg5,6
41445,189,108,81,78,75,37,13,1279,Reg5,6
41447,32,17,15,84,79,32,0,1284,Reg2,1
41448,74,39,35,69,70,37,8,1285,Reg5,2
41448,74,39,35,69,70,37,8,1286,Reg5,2
41449,34,13,21,76,81,34,13,1287,Reg5,1
41450,94,59,35,85,81,26,1,1288,Reg2,3
41450,94,59,35,85,81,30,1,1289,Reg2,3
41450,94,59,35,85,81,28,1,1290,Reg2,3
41451,91,52,39,70,74,28,8,1291,Reg6,3
41451,91,52,39,70,74,28,8,1292,Reg6,3
41451,91,52,39,70,74,27,8,1293,Reg6,3
41454,16,11,5,67,62,16,1,1294,Reg4,1
41455,20,11,9,77,76,20,11,1295,Reg4,1
41456,62,33,29,86,86,31,6,1296,Reg1,2
41456,62,33,29,86,86,31,6,1297,Reg1,2
41457,85,31,54,76,75,32,7,1298,Reg6,3
41457,85,31,54,76,75,27,7,1299,Reg6,3
41457,85,31,54,76,75,26,7,1300,Reg6,3
41458,88,49,39,71,66,44,6,1302,Reg4,2
41458,88,49,39,71,66,44,6,1301,Reg4,2
41462,16,9,7,81,71,16,4,1303,Reg4,1
41463,42,24,18,85,81,21,1,1304,Reg2,2
41463,42,24,18,85,81,21,1,1305,Reg2,2
41468,42,24,18,82,77,21,4,1306,Reg6,2
41468,42,24,18,82,77,21,4,1307,Reg6,2
51004,65,31,34,59,59,32,33,1314,Reg3,2
51004,65,31,34,59,59,33,33,1313,Reg3,2
51005,91,48,43,59,53,33,31,1315,Reg3,3
51005,91,48,43,59,53,29,31,1316,Reg3,3
51005,91,48,43,59,53,29,31,1317,Reg3,3
51006,42,19,23,54,48,20,25,1318,Reg3,2
51006,42,19,23,54,48,22,25,1319,Reg3,2
51007,87,50,37,79,67,37,7,1321,Reg1,2
51007,87,50,37,79,67,39,7,1320,Reg1,2
51008,12,6,6,74,82,12,31,1322,Reg1,1
51009,24,12,12,68,55,24,11,1323,Reg5,1
51011,94,53,41,70,70,28,18,1325,Reg5,3
51011,94,53,41,70,70,29,18,1326,Reg5,3
51011,94,53,41,70,70,27,18,1327,Reg5,3
51012,24,12,12,72,67,24,7,1328,Reg5,1
51015,36,18,18,58,62,36,34,1331,Reg5,1
51016,76,0,76,77,68,39,10,1332,Reg5,2
51016,76,0,76,77,68,37,10,1333,Reg5,2
51018,15,10,5,60,56,15,52,1334,Reg5,1
51019,60,36,24,82,76,24,2,1335,Reg5,2
51019,60,36,24,82,76,36,2,1336,Reg5,2
51020,24,15,9,70,53,24,34,1337,Reg5,1
51021,143,72,71,78,74,36,9,1338,Reg5,4
51021,143,72,71,78,74,36,9,1339,Reg5,4
51021,143,72,71,78,74,36,9,1340,Reg5,4
51021,143,72,71,78,74,35,9,1341,Reg5,4
51022,62,34,28,66,59,30,34,1342,Reg5,2
51022,62,34,28,66,59,32,34,1343,Reg5,2
51023,116,64,52,69,68,39,10,1345,Reg5,3
51023,116,64,52,69,68,37,10,1346,Reg5,3
51023,116,64,52,69,68,40,10,1344,Reg5,3
51025,122,61,61,64,63,31,17,1347,Reg5,4
51025,122,61,61,64,63,29,17,1349,Reg5,4
51025,122,61,61,64,63,32,17,1350,Reg5,4
51025,122,61,61,64,63,30,17,1348,Reg5,4
51026,39,22,17,59,57,21,18,1351,Reg5,2
51026,39,22,17,59,57,18,18,1352,Reg5,2
51027,69,38,31,63,61,24,42,1353,Reg5,2
51027,69,38,31,63,61,26,42,1354,Reg5,2
51028,74,36,38,70,66,38,18,1356,Reg5,2
51028,74,36,38,70,66,36,18,1355,Reg5,2
51031,77,32,45,82,75,36,2,1357,Reg5,2
51031,77,32,45,82,75,34,2,1358,Reg5,2
51032,63,35,28,84,79,30,2,1359,Reg5,2
51032,63,35,28,84,79,33,2,1360,Reg5,2
51033,67,36,31,79,77,33,3,1361,Reg5,2
51033,67,36,31,79,77,34,3,1362,Reg5,2
51034,74,36,38,80,74,37,3,1363,Reg5,2
51034,74,36,38,80,74,37,3,1364,Reg5,2
51035,58,33,25,76,73,31,2,1365,Reg5,2
51035,58,33,25,76,73,30,2,1366,Reg5,2
51036,50,28,22,84,79,24,4,1367,Reg5,2
51036,50,28,22,84,79,26,4,1368,Reg5,2
51038,69,40,29,78,77,35,3,1370,Reg5,2
51038,69,40,29,78,77,34,3,1369,Reg5,2
51039,111,50,61,74,70,38,6,1371,Reg5,3
51039,111,50,61,74,70,37,6,1372,Reg5,3
51039,111,50,61,74,70,36,6,1373,Reg5,3
51040,69,41,28,75,73,34,11,1374,Reg5,2
51040,69,41,28,75,73,35,11,1375,Reg5,2
51041,122,60,62,74,72,36,7,1377,Reg5,3
51041,122,60,62,74,72,37,7,1378,Reg5,3
51041,122,60,62,74,72,38,7,1376,Reg5,3
51042,117,42,75,77,72,37,15,1380,Reg5,3
51042,117,42,75,77,72,38,15,1381,Reg5,3
51042,117,42,75,77,72,36,15,1379,Reg5,3
51043,94,45,49,82,76,29,6,1383,Reg5,3
51043,94,45,49,82,76,33,6,1384,Reg5,3
51043,94,45,49,82,76,32,6,1382,Reg5,3
51044,70,34,36,64,68,32,18,1385,Reg5,2
51044,70,34,36,64,68,38,18,1386,Reg5,2
51045,53,28,25,77,73,27,10,1387,Reg5,2
51045,53,28,25,77,73,26,10,1388,Reg5,2
51046,35,18,17,74,64,35,30,1389,Reg5,1
51048,136,67,69,71,70,34,6,1390,Reg5,4
51048,136,67,69,71,70,34,6,1391,Reg5,4
51048,136,67,69,71,70,33,6,1392,Reg5,4
51048,136,67,69,71,70,35,6,1393,Reg5,4
51049,36,23,13,65,60,36,20,1394,Reg5,1
51050,91,60,31,75,75,35,12,1395,Reg5,3
51050,91,60,31,75,75,22,12,1397,Reg5,3
51050,91,60,31,75,75,34,12,1396,Reg5,3
51051,70,33,37,76,73,36,8,1398,Reg5,2
51051,70,33,37,76,73,34,8,1399,Reg5,2
51052,73,35,38,76,73,37,7,1400,Reg5,2
51052,73,35,38,76,73,36,7,1401,Reg5,2
51053,45,23,22,55,47,21,28,1402,Reg5,2
51053,45,23,22,55,47,24,28,1403,Reg5,2
51054,75,38,37,76,73,37,6,1404,Reg5,2
51054,75,38,37,76,73,38,6,1405,Reg5,2
51055,33,14,19,74,78,33,8,1406,Reg5,1
51056,108,64,44,67,68,35,7,1407,Reg5,3
51056,108,64,44,67,68,37,7,1408,Reg5,3
51056,108,64,44,67,68,36,7,1409,Reg5,3
51057,71,42,29,53,47,36,20,1410,Reg5,2
51057,71,42,29,53,47,35,20,1411,Reg5,2
51058,70,37,33,59,57,37,12,1412,Reg5,2
51058,70,37,33,59,57,33,12,1413,Reg5,2
51059,80,43,37,68,62,32,7,1414,Reg5,2
51059,80,43,37,68,62,25,7,1415,Reg5,2
51062,92,45,47,71,67,30,19,1416,Reg5,3
51062,92,45,47,71,67,32,19,1418,Reg5,3
51062,92,45,47,71,67,32,19,1417,Reg5,3
51063,108,52,56,81,77,36,4,1419,Reg3,3
51063,108,52,56,81,77,36,4,1420,Reg3,3
51063,108,52,56,81,77,36,4,1421,Reg3,3
51068,83,43,40,72,72,28,8,1422,Reg6,3
51068,83,43,40,72,72,28,8,1423,Reg6,3
51068,83,43,40,72,72,27,8,1424,Reg6,3
51069,49,21,28,76,67,26,4,1425,Reg6,2
51069,49,21,28,76,67,23,4,1426,Reg6,2
51070,59,34,25,78,72,32,3,1427,Reg6,2
51070,59,34,25,78,72,27,3,1428,Reg6,2
51071,61,40,21,81,78,39,7,1429,Reg6,2
51071,61,40,21,81,78,22,7,1430,Reg6,2
51072,34,15,19,69,69,34,10,1431,Reg6,1
51074,35,15,20,73,67,35,3,1433,Reg6,1
51075,59,25,34,69,61,29,3,1434,Reg6,2
51075,59,25,34,69,61,30,3,1435,Reg6,2
51076,61,26,35,76,71,28,4,1436,Reg6,2
51076,61,26,35,76,71,33,4,1437,Reg6,2
51077,95,46,49,71,67,31,6,1438,Reg6,3
51077,95,46,49,71,67,32,6,1439,Reg6,3
51077,95,46,49,71,67,32,6,1440,Reg6,3
51078,63,34,29,66,70,32,7,1441,Reg6,2
51078,63,34,29,66,70,31,7,1442,Reg6,2
51079,54,28,26,61,54,28,21,1443,Reg6,2
51079,54,28,26,61,54,26,21,1444,Reg6,2
51080,64,36,28,77,69,30,1,1445,Reg6,2
51080,64,36,28,77,69,33,1,1446,Reg6,2
51082,38,20,18,69,66,38,4,1449,Reg6,1
51083,93,44,49,82,75,29,3,1450,Reg6,3
51083,93,44,49,82,75,31,3,1451,Reg6,3
51083,93,44,49,82,75,33,3,1452,Reg6,3
51084,74,39,35,79,74,36,8,1453,Reg6,2
51084,74,39,35,79,74,38,8,1454,Reg6,2
51086,64,35,29,80,72,31,2,1456,Reg6,2
51086,64,35,29,80,72,33,2,1457,Reg6,2
51087,32,19,13,70,66,32,14,1458,Reg6,1
51088,47,24,23,77,71,22,10,1459,Reg6,2
51088,47,24,23,77,71,25,10,1460,Reg6,2
51090,23,11,12,81,74,23,11,1461,Reg6,1
51091,36,18,18,75,74,36,19,1462,Reg6,1
51092,106,56,50,82,81,35,1,1463,Reg3,3
51092,106,56,50,82,81,35,1,1464,Reg3,3
51092,106,56,50,82,81,36,1,1465,Reg3,3
51093,80,48,32,79,75,40,2,1466,Reg3,2
51093,80,48,32,79,75,40,2,1467,Reg3,2
51098,77,43,34,82,78,34,2,1468,Reg4,2
51098,77,43,34,82,78,33,2,1469,Reg4,2
51100,33,19,14,79,75,33,4,1470,Reg4,1
51103,94,46,48,85,83,32,3,1471,Reg4,3
51103,94,46,48,85,83,31,3,1472,Reg4,3
51103,94,46,48,85,83,31,3,1473,Reg4,3
51104,57,35,22,84,82,28,4,1475,Reg4,2
51104,57,35,22,84,82,29,4,1474,Reg4,2
51107,65,29,36,82,76,33,3,1476,Reg4,2
51107,65,29,36,82,76,32,3,1477,Reg4,2
51111,56,31,25,73,75,23,18,1478,Reg4,2
51111,56,31,25,73,75,25,18,1479,Reg4,2
51112,64,30,34,75,69,27,9,1480,Reg4,2
51112,64,30,34,75,69,28,9,1481,Reg4,2
51116,47,23,24,73,81,19,19,1482,Reg4,2
51116,47,23,24,73,81,21,19,1483,Reg4,2
51117,49,36,13,78,69,24,12,1485,Reg4,2
51117,49,36,13,78,69,25,12,1484,Reg4,2
51118,71,35,36,78,79,31,23,1486,Reg4,2
51118,71,35,36,78,79,32,23,1487,Reg4,2
51119,61,26,35,66,63,32,19,1488,Reg4,2
51119,61,26,35,66,63,29,19,1489,Reg4,2
51120,67,31,36,67,65,28,20,1490,Reg4,2
51120,67,31,36,67,65,30,20,1491,Reg4,2
51121,61,26,35,82,71,31,3,1492,Reg4,2
51121,61,26,35,82,71,30,3,1493,Reg4,2
51122,62,41,21,88,84,41,4,1494,Reg4,2
51122,62,41,21,88,84,21,4,1495,Reg4,2
51124,109,51,58,81,80,34,6,1496,Reg4,3
51124,109,51,58,81,80,36,6,1497,Reg4,3
51124,109,51,58,81,80,32,6,1498,Reg4,3
51126,20,12,8,84,84,20,8,1499,Reg4,1
51127,60,27,33,66,70,25,15,1500,Reg4,2
51127,60,27,33,66,70,26,15,1501,Reg4,2
51130,64,32,32,70,70,30,14,1502,Reg4,2
51130,64,32,32,70,70,28,14,1503,Reg4,2
51132,30,16,14,82,77,30,9,1504,Reg4,1
51133,83,39,44,72,74,21,15,1506,Reg4,3
51133,83,39,44,72,74,26,15,1507,Reg4,3
51133,83,39,44,72,74,23,15,1505,Reg4,3
51135,51,30,21,86,72,27,4,1508,Reg4,2
51135,51,30,21,86,72,24,4,1509,Reg4,2
51138,49,26,23,73,72,19,5,1510,Reg4,2
51138,49,26,23,73,72,20,5,1511,Reg4,2
51145,74,42,32,68,62,24,7,1512,Reg4,3
51145,74,42,32,68,62,20,7,1513,Reg4,3
51145,74,42,32,68,62,23,7,1514,Reg4,3
51147,88,51,37,62,57,27,40,1515,Reg4,3
51147,88,51,37,62,57,24,40,1516,Reg4,3
51147,88,51,37,62,57,26,40,1517,Reg4,3
51157,63,36,27,88,82,25,0,1518,Reg4,2
51157,63,36,27,88,82,24,0,1519,Reg4,2
51163,94,48,46,81,80,33,4,1520,Reg4,3
51163,94,48,46,81,80,30,4,1522,Reg4,3
51163,94,48,46,81,80,31,4,1521,Reg4,3
51164,111,50,61,73,69,34,13,1523,Reg4,3
51164,111,50,61,73,69,34,13,1524,Reg4,3
51164,111,50,61,73,69,33,13,1525,Reg4,3
51166,51,29,22,78,68,26,3,1527,Reg4,2
51166,51,29,22,78,68,25,3,1528,Reg4,2
51167,65,28,37,71,74,34,10,1529,Reg4,2
51167,65,28,37,71,74,31,10,1530,Reg4,2
51172,55,23,32,80,76,28,6,1532,Reg4,2
51172,55,23,32,80,76,27,6,1531,Reg4,2
51178,23,11,12,78,70,23,20,1533,Reg4,1
51179,36,22,14,67,69,18,5,1534,Reg4,2
51179,36,22,14,67,69,18,5,1535,Reg4,2
51186,48,24,24,74,65,24,12,1536,Reg4,2
51186,48,24,24,74,65,24,12,1537,Reg4,2
51188,55,24,31,83,80,24,6,1538,Reg4,2
51188,55,24,31,83,80,31,6,1539,Reg4,2
51189,12,4,8,71,68,12,17,1540,Reg4,1
51190,30,19,11,84,68,30,2,1541,Reg4,1
51193,18,10,8,71,70,18,27,1542,Reg4,1
51194,78,35,43,72,70,34,11,1543,Reg4,2
51194,78,35,43,72,70,32,11,1544,Reg4,2
51199,19,8,11,87,75,19,2,1545,Reg4,1
51203,58,28,30,76,64,31,35,1546,Reg4,2
51203,58,28,30,76,64,27,35,1547,Reg4,2
51208,23,12,11,60,50,23,28,1548,Reg4,1
51244,44,25,19,81,74,22,1,1549,Reg4,2
51244,44,25,19,81,74,22,1,1550,Reg4,2
51246,64,33,31,80,76,33,4,1551,Reg4,2
51246,64,33,31,80,76,31,4,1552,Reg4,2
51247,54,27,27,83,81,27,5,1553,Reg6,2
51247,54,27,27,83,81,27,5,1554,Reg6,2
51255,98,54,44,70,72,32,9,1555,Reg5,3
51255,98,54,44,70,72,33,9,1556,Reg5,3
51255,98,54,44,70,72,33,9,1557,Reg5,3
51256,68,35,33,66,65,35,10,1559,Reg5,2
51256,68,35,33,66,65,33,10,1558,Reg5,2
51257,120,61,59,67,63,40,20,1560,Reg5,3
51257,120,61,59,67,63,40,20,1561,Reg5,3
51257,120,61,59,67,63,40,20,1562,Reg5,3
51259,82,43,39,77,75,26,4,1563,Reg5,3
51259,82,43,39,77,75,27,4,1564,Reg5,3
51259,82,43,39,77,75,29,4,1565,Reg5,3
51263,40,40,0,81,81,40,2,1566,Reg5,1
51266,124,70,54,77,74,30,1,1567,Reg5,4
51266,124,70,54,77,74,33,1,1568,Reg5,4
51266,124,70,54,77,74,30,1,1569,Reg5,4
51266,124,70,54,77,74,31,1,1570,Reg5,4
51267,55,29,26,60,50,27,17,1571,Reg5,2
51267,55,29,26,60,50,28,17,1572,Reg5,2
51269,74,36,38,75,70,37,14,1573,Reg3,2
51269,74,36,38,75,70,37,14,1574,Reg3,2
51273,65,36,29,75,69,22,8,1575,Reg5,2
51273,65,36,29,75,69,21,8,1576,Reg5,2
51275,87,35,52,75,71,39,8,1577,Reg3,2
51275,87,35,52,75,71,39,8,1578,Reg3,2
51276,102,53,49,73,66,32,14,1579,Reg5,3
51276,102,53,49,73,66,25,14,1581,Reg5,3
51276,102,53,49,73,66,33,14,1580,Reg5,3
51277,95,44,51,71,64,30,13,1582,Reg5,3
51277,95,44,51,71,64,31,13,1583,Reg5,3
51277,95,44,51,71,64,34,13,1584,Reg5,3
51278,68,37,31,71,71,34,0,1585,Reg6,2
51278,68,37,31,71,71,34,0,1586,Reg6,2
51279,78,37,41,81,82,27,7,1587,Reg3,3
51279,78,37,41,81,82,26,7,1588,Reg3,3
51279,78,37,41,81,82,26,7,1589,Reg3,3
51281,56,31,25,71,66,31,13,1590,Reg1,2
51281,56,31,25,71,66,25,13,1591,Reg1,2
51282,83,44,39,68,66,28,12,1592,Reg5,3
51282,83,44,39,68,66,27,12,1593,Reg5,3
51282,83,44,39,68,66,27,12,1594,Reg5,3
51283,106,53,53,73,70,40,15,1595,Reg5,2
51283,106,53,53,73,70,40,15,1596,Reg5,2
51288,51,25,26,66,57,23,21,1599,Reg5,2
51288,51,25,26,66,57,28,21,1600,Reg5,2
51289,40,25,15,62,63,40,14,1601,Reg5,1
51290,94,51,43,84,85,32,1,1602,Reg4,3
51290,94,51,43,84,85,31,1,1603,Reg4,3
51290,94,51,43,84,85,31,1,1604,Reg4,3
51291,63,36,27,65,63,26,31,1605,Reg4,2
51291,63,36,27,65,63,24,31,1606,Reg4,2
51295,47,20,27,76,77,25,3,1607,Reg2,2
51295,47,20,27,76,77,22,3,1608,Reg2,2
51296,109,59,50,83,76,34,18,1609,Reg3,3
51296,109,59,50,83,76,32,18,1610,Reg3,3
51296,109,59,50,83,76,35,18,1611,Reg3,3
51297,81,38,43,71,69,33,9,1612,Reg3,2
51297,81,38,43,71,69,37,9,1613,Reg3,2
51298,91,46,45,68,64,28,8,1614,Reg5,3
51298,91,46,45,68,64,29,8,1615,Reg5,3
51298,91,46,45,68,64,34,8,1616,Reg5,3
51299,32,17,15,77,74,32,3,1617,Reg5,1
51300,80,40,40,77,74,40,5,1618,Reg5,2
51300,80,40,40,77,74,40,5,1619,Reg5,2
51302,102,47,55,64,63,34,10,1621,Reg5,3
51302,102,47,55,64,63,34,10,1622,Reg5,3
51302,102,47,55,64,63,34,10,1620,Reg5,3
51303,72,33,39,73,66,40,13,1623,Reg5,2
51303,72,33,39,73,66,36,13,1624,Reg5,2
51304,111,60,51,73,75,35,15,1625,Reg4,3
51304,111,60,51,73,75,35,15,1626,Reg4,3
51304,111,60,51,73,75,7,15,1627,Reg4,3
51305,51,23,28,78,75,25,1,1628,Reg4,2
51305,51,23,28,78,75,26,1,1629,Reg4,2
51307,81,40,41,83,82,25,0,1630,Reg4,3
51307,81,40,41,83,82,27,0,1632,Reg4,3
51307,81,40,41,83,82,29,0,1631,Reg4,3
51309,125,62,63,76,71,37,5,1635,Reg5,3
51309,125,62,63,76,71,38,5,1636,Reg5,3
51309,125,62,63,76,71,38,5,1634,Reg5,3
51310,72,44,28,64,55,34,14,1637,Reg5,2
51310,72,44,28,64,55,38,14,1638,Reg5,2
51311,101,55,46,66,62,33,5,1639,Reg5,3
51311,101,55,46,66,62,34,5,1640,Reg5,3
51311,101,55,46,66,62,34,5,1641,Reg5,3
51312,71,35,36,71,67,29,23,1642,Reg4,2
