sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,fte,fte2,dfte,gap,dw,sample
75,2,0,1,0,0,1,0,0,0,0,3,15,3,4.25,4,.25,0,0,2,11,11,1.17,1.27,2.77,3,3,1,1,111292,,4,11,3,5.0500002,6,.25,1,2,11,11,1.16,1.16,2.75,3,3,10.5,9.5,-1,.1882353,.80000019,1
76,3,1,1,0,0,1,0,0,0,0,8,32,4,4.25,26,.2,0,50,2,6,17,1.12,1.02,1.02,6,3,1,1,111392,,25,15,6,5.0500002,13,.15000001,1,2,6.5,16.5,1.11,1.0599999,1.05,6,3,24,32.5,8.5,.1882353,.80000019,1
79,3,1,1,0,0,1,0,0,0,4,6,25,3,4.5,26,.15000001,0,30,2,6,17,1.17,1.02,1.0599999,5,4,1,1,111392,,8,18,3,5.0500002,41,.13,0,2,7,16,1.11,1.0599999,1.05,5,4,18.5,17,-1.5,.12222222,.55000019,1
80,4,0,1,0,0,1,0,0,0,1,4.5,20,,4.25,26,.25,0,90,2,10.5,11.5,1.0599999,.98000002,1.0599999,2,2,1,1,111492,2,11,14,3,5.0500002,13,.1,0,2,10.5,12.5,1.12,.98000002,.99000001,2,1,14.5,18,3.5,.1882353,.80000019,0
84,1,0,1,0,1,0,0,0,0,3,4,30,5,4.5,26,.15000001,0,50,2,7,16,1.04,.85000002,.91000003,4,2,1,1,111692,,12,30,5,5.0500002,52,.2,0,2,7,16,1.05,.89999998,.94,3,3,19,27,8,.12222222,.55000019,1
86,1,0,1,0,1,0,0,0,0,1,11,11,4,4.25,13,.25,0,,3,7,15,1.0599999,.94,1.1,3,3,1,1,111092,,9,12,4,5.0500002,4,.13,0,3,7,15,1.05,1.05,1.04,3,3,16.5,15,-1.5,.1882353,.80000019,1
87,1,0,1,0,1,0,0,0,1,0,0,15,,4.5,26,,0,,2,7,15,1.0599999,.86000001,1.02,3,3,1,1,111092,,0,30,5,5.0500002,41,.18000001,0,3,7,15,1,.99000001,1.04,3,3,7.5,15,7.5,.12222222,.55000019,0
88,1,0,1,1,0,0,0,0,0,0,3,35,3,4.25,,,1,75,3,7,15,1.0599999,.87,.91000003,5,5,2,1,121892,2,4,37,4,5.0500002,42,.18000001,0,2,7,15,1.05,.87,.94,5,2,20.5,22.5,2,.1882353,.80000019,1
91,1,1,1,0,1,0,0,0,1,2,8,22,4,4.25,8,.15000001,0,100,2,7,17,1.09,.93000001,1.04,3,3,1,1,111792,1,0,30,4,5.0500002,26,.18000001,0,1,7,17,1.11,1.05,1.05,3,3,19,15,-4,.1882353,.80000019,1
92,1,1,1,0,1,0,0,0,1,0,4,18,4,4.25,13,.75,0,100,2,7,15,1.09,.94999999,1.03,3,3,1,1,111092,,14,6,3,5.0500002,,.25,0,2,7,15,1.11,1.01,1.05,3,3,13,17,4,.1882353,.80000019,1
93,1,1,1,0,0,1,0,0,0,0,2.5,30,3,4.25,52,.15000001,0,90,2,7,16,,,.95999998,,,1,1,111092,,5,25,5,5.0500002,13,.15000001,0,2,7,16,1.11,1.05,1.05,4,3,17.5,17.5,0,.1882353,.80000019,1
95,2,0,1,0,1,0,0,0,0,1,18,3,4,4.25,26,.27000001,0,40,1,11,10,1.0599999,.80000001,2.5599999,4,3,1,1,111292,,0,14,3,5.0500002,13,.25,0,1,11,10,1.05,.75,2.53,3,3,19.5,7,-12.5,.1882353,.80000019,1
96,2,0,1,0,0,1,0,0,0,2,0,15,2,4.25,26,.12,0,80,2,11.5,10,1.0599999,1.01,2.6600001,3,2,1,1,111892,3,0,15,5,5.0500002,26,.15000001,0,2,11.5,10.5,1.05,.94,2.5899999,4,0,7.5,7.5,0,.1882353,.80000019,1
97,2,0,1,0,1,0,0,0,0,2,0,12,4,4.25,13,.25,1,58,2,11,10,1.02,.75,2.5599999,3,2,1,1,111292,,2.5,11,3,5.0500002,13,.30000001,0,2,11,10,1.05,.80000001,2.54,3,2,6,8,2,.1882353,.80000019,1
98,2,0,1,0,1,0,0,0,1,0,0,20,4,4.25,13,.40000001,0,80,3,11,10,1.0599999,.80000001,2.5599999,3,3,1,1,111292,,3,13,3,5.0500002,13,.44999999,0,1,11,10,1.05,.89999998,2.53,3,3,10,9.5,-.5,.1882353,.80000019,1
99,3,1,1,0,1,0,0,0,1,0,60,40,5,4.75,26,.15000001,0,50,2,0,24,1.23,,2.3,8,6,2,1,121892,6,30,50,4,5.0500002,15,.25,1,2,0,24,1.22,1.17,2.3199999,5,2,80,55,-25,.063157894,.30000019,1
101,3,0,1,0,1,0,0,0,1,3,4.5,15,3,4.75,26,.15000001,0,80,2,7,15,1.2,1.1799999,1.0599999,6,4,1,1,111392,,10,12,3,5.0500002,26,.15000001,0,2,7,15,1.15,1.1,1.05,8,3,12,16,4,.063157894,.30000019,1
102,3,0,1,1,0,0,0,0,0,2,12,13,3,4.4000001,52,.2,0,15,2,7,16,1.0599999,.91000003,1.0700001,6,4,1,1,111392,,0,27,2,5.0500002,52,.25,0,2,7,15,1.0700001,1.01,1.05,5,5,18.5,13.5,-5,.14772725,.6500001,1
104,4,0,1,0,1,0,0,0,1,0,40,20,3,4.6199999,4,.31999999,1,50,2,10.5,11.5,.94999999,.83999997,.94,2,2,1,1,111492,1,11,10,3,5.0500002,26,.079999998,1,2,10.5,12.5,1,.83999997,.94,2,2,50,16,-34,.093073621,.43000031,1
105,1,0,1,0,0,1,0,0,0,2,0,40,4,4.25,10,,0,50,2,6.5,16.5,.95999998,1,1.03,4,2,1,1,111092,,0,45,4,5.0500002,13,.25,0,2,6.5,16.5,1.05,.99000001,1.16,4,3,20,22.5,2.5,.1882353,.80000019,1
106,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,.27000001,0,65,3,7,16,1.0599999,.94999999,.94999999,2,1,1,1,111092,,2,25,3,5.0500002,26,.2,0,0,7,16,1.05,.94999999,.94999999,2,2,17.5,14.5,-3,.1882353,.80000019,1
107,1,1,1,0,0,1,0,0,0,0,6,11,3,4.25,8,.31999999,0,40,1,8,14.5,1.17,.94999999,.94999999,3,3,2,1,123092,9,13.5,10,2,5.0500002,,,0,1,8,14,,1.01,1,4,2,11.5,18.5,7,.1882353,.80000019,1
108,1,0,1,0,0,1,0,0,0,2,13.5,15,4,4.25,26,.37,1,6,1,7,17,1.27,1.01,1.0599999,3,3,1,1,111692,,11,24,5,5.0500002,26,.15000001,0,1,7,17,1.37,1.02,1.05,3,3,21,23,2,.1882353,.80000019,1
111,3,0,1,0,0,1,0,0,0,0,17,14,3,4.25,2,.41999999,0,55,3,7,16,1.17,1.0599999,1.01,5,5,1,1,111892,1,20,14.5,3,5.0500002,26,,0,2,7,16,1.16,1.16,1,5,4,24,27.25,3.25,.1882353,.80000019,1
114,1,0,1,0,1,0,0,0,0,2,0,35,5,4.75,26,.56999999,1,50,2,7,16,1.0700001,.94999999,.94999999,3,,1,1,111792,1,20,40,4,5.25,26,.25,0,2,6.5,16.5,1.11,.94,.94,3,3,17.5,40,22.5,.063157894,.5,1
115,1,0,1,0,1,0,0,0,0,0,20,25,4,4.75,4,.30000001,0,25,1,7,17,1.0599999,.94999999,1.0599999,4,3,1,1,111092,,6,15,4,5.0500002,,,,1,7,17,1.05,.94999999,1.01,4,4,32.5,13.5,-19,.063157894,.30000019,1
116,1,0,1,0,1,0,0,0,0,0,4,22.5,2,4.25,18,.37,0,90,2,8.5,13,1.49,1.02,1.11,7,3,1,1,111092,,22,12,3,5.0500002,13,.44999999,1,2,8.5,13,1.39,.94999999,1.21,8,2,15.25,28,12.75,.1882353,.80000019,1
118,1,0,1,0,0,1,0,0,0,3,10,15,4,4.25,26,.15000001,0,70,2,7,15,1.0599999,.94999999,1.01,4,2,1,1,111692,,18,20,3,5.0500002,26,.38,0,2,7,15,1.05,.94,1,4,2,17.5,28,10.5,.1882353,.80000019,1
119,1,0,1,0,0,1,0,0,0,2,12,19,3,4.75,13,.27000001,1,50,3,6.5,16.5,1.0599999,.91000003,.94999999,3,3,1,1,111692,1,18,13,4,5.0500002,26,,0,3,6.5,17.5,1.05,.88999999,.94999999,3,3,21.5,24.5,3,.063157894,.30000019,1
120,1,1,1,0,1,0,0,0,0,3,0,32,3,4.5,,,0,,2,7,16,1.13,.98000002,1.04,3,2,1,1,111992,3,0,30,4,5.0500002,,,0,2,7,16,1.05,1.05,1.05,3,2,16,15,-1,.12222222,.55000019,1
122,1,0,1,0,0,1,0,0,0,0,1,38,5,4.25,4,.2,0,70,1,9,12.5,,1.12,1.12,5,3,1,1,111092,,10,50,6,5.0500002,26,.1,0,1,9,12.5,1.15,.94,1.15,6,4,20,35,15,.1882353,.80000019,1
124,1,0,1,0,1,0,0,0,0,1,8,10,3,4.25,13,.25,0,14,2,8,15,1.0599999,.91000003,1.04,2,2,1,1,111092,,21,6,4,5.0500002,13,.5,1,3,7,15,1.16,.94,1.12,2,2,13,24,11,.1882353,.80000019,1
125,2,0,1,0,1,0,0,0,0,0,15,0,4,4.5,26,.25,0,100,1,10,12.5,.91000003,.85000002,2.3399999,3,2,1,1,111492,,0,15,2,5.0500002,52,.40000001,0,1,10,12,1.01,1.01,2.49,4,3,15,7.5,-7.5,.12222222,.55000019,1
130,3,1,1,0,1,0,0,0,0,2,7,25.5,3,4.5,19,.30000001,0,15,2,5,18,1.12,1.0700001,1,4,3,2,1,122192,6,2,38,4,5.0500002,4,.15000001,0,2,7,16,1.11,1.0599999,1.05,5,3,19.75,21,1.25,.12222222,.55000019,1
132,3,1,1,0,1,0,0,0,0,0,20,20,5,4.5,26,.25,0,80,2,0,24,1.28,1.0599999,2.3,5,3,1,1,111692,,15,20,3,5.5,52,.25,0,2,7,14,,,,2,2,30,25,-5,.12222222,1,1
133,3,1,1,0,1,0,0,0,0,0,6,16,2,4.75,26,,0,99,2,6,17,1.12,1.0700001,1.0599999,4,3,1,1,111392,,3,20,3,5.0500002,26,,0,2,7,15,1.11,1.0599999,2.1099999,5,3,14,13,-1,.063157894,.30000019,1
134,3,0,1,0,1,0,0,0,0,2,5.5,25,3,4.6199999,,,0,42,2,6,16,1.09,,.94999999,4,3,1,1,111392,,6,27.5,3,5.0500002,52,.25,0,2,6,16,1.11,1.0599999,.94,4,3,18,19.75,1.75,.093073621,.43000031,1
136,3,1,1,0,1,0,0,0,0,2,14.5,14.5,5,4.25,21,.27000001,0,5,2,6,17,1.12,1.0700001,1.1,5,4,2,0,121692,3,,,,,,,,,7,16,,,,,,21.75,,,.1882353,,0
137,3,1,1,0,0,1,0,0,0,3,15,25,3,4.25,26,.15000001,0,50,2,6,16,1.12,1.0599999,1.02,6,4,1,1,111692,1,12,30,5,5.0500002,26,.25,0,2,7,15,1.11,1.11,1.05,5,3,27.5,27,-.5,.1882353,.80000019,1
140,4,0,1,0,1,0,0,0,0,0,0,40,3,4.5,26,.37,1,25,2,10.5,11.5,.91000003,.86000001,1.0599999,2,2,1,1,111492,,5,35,5,5.6700001,4,.25,1,2,10.5,11.5,1,.94,1.05,2,2,20,22.5,2.5,.12222222,1.1700001,1
141,4,0,1,0,1,0,0,0,0,0,10,15,4,4.75,13,.27000001,1,,2,10.5,12.5,1.02,.91000003,1.0599999,2,2,1,1,111892,2,10,25,3,5.0500002,13,.18000001,1,2,10.5,12.5,1.05,.83999997,1.34,2,2,17.5,22.5,5,.063157894,.30000019,1
142,4,0,1,0,0,1,0,0,0,0,15,35,4,4.25,26,.15000001,1,,2,10,11.5,1.0599999,.94999999,1.0599999,2,2,1,1,111492,,40,31,5,5.0500002,26,.18000001,0,2,10,11.5,1.01,.88999999,1.26,2,2,32.5,55.5,23,.1882353,.80000019,1
146,1,0,1,0,0,1,0,0,0,3,8,20,5,4.8000002,26,.25,1,,2,7,16,1.0599999,1,1.0599999,4,3,1,1,111092,,0,32,4.5,5.0500002,26,.17,0,2,7,16,1.05,.99000001,1.05,4,3,18,16,-2,.052083291,.25,1
149,1,0,1,0,0,1,0,0,0,1,0,20,4,4.5,26,.27000001,0,50,3,7,16,1.0599999,.94999999,.94999999,2,1,1,1,111092,,8,10,3,5.0500002,26,.25,0,2,7,16,1.05,.94,.94,2,2,10,13,3,.12222222,.55000019,1
150,1,0,1,0,0,1,0,0,0,2,0,27.5,3.5,4.6700001,26,.27000001,1,2,2,7,16,1.23,.88999999,.88999999,3,3,2,1,123192,8,12,20,3,5.75,28,.57999998,0,2,7,15,1.11,.88,.88,3,2,13.75,22,8.25,.081370436,1.0799999,1
156,1,0,1,0,0,1,0,0,0,0,8,15,3,4.8699999,6,.25,0,0,1,7,15,1.0599999,.94999999,1.02,8,3,1,1,111092,,2,18,2,5.0500002,,.30000001,0,2,7,15,.94999999,.94,1.01,3,,15.5,11,-4.5,.036961012,.18000031,1
158,2,0,1,0,0,1,0,0,0,1,2,7,3,4.5,4,.12,0,55,1,11,10,.92000002,.69999999,2.3399999,3,3,1,1,111192,,3,4,4,5.0500002,13,.25,0,1,11,11.5,.94999999,.94,2.49,3,2,5.5,5,-.5,.12222222,.55000019,1
159,2,0,1,0,0,1,0,0,0,8,6,12,2,4.5,4,.12,0,22,1,10.5,10.5,.98000002,.85000002,2.3399999,3,3,1,1,111492,,10,5,4,5.25,13,.25,0,1,10.5,11.5,.94999999,.83999997,2.49,4,3,12,12.5,.5,.12222222,.75,1
162,3,1,1,0,0,1,0,0,0,2,0,40,3,4.75,26,.17,0,45,2,6,16.5,1.12,1.02,1.0599999,,1,1,1,111292,,3,30,3,5.0500002,26,.18000001,0,2,7,15.5,1.11,1.01,1.05,6,5,20,18,-2,.063157894,.30000019,1
166,4,0,1,0,0,1,0,0,0,0,8,32,5,4.75,26,.25,1,40,2,10.5,11.5,.94999999,.85000002,1.0599999,2,2,1,1,111392,1,0,35,4,5.0500002,26,.18000001,0,2,10.5,12.5,1.11,.83999997,1.26,2,2,24,17.5,-6.5,.063157894,.30000019,1
168,1,0,1,0,0,1,0,0,0,0,5,20,4,4.25,4,.25,1,50,1,7,15,1.0599999,.94999999,.94999999,3,3,1,1,111692,,0,32,4,5.25,10,.18000001,0,1,6,16,1.11,.94999999,1.14,3,1,15,16,1,.1882353,1,1
171,1,1,1,0,0,1,0,0,1,0,2,32,3,4.25,8,.25,0,,2,7,16,1.09,.94999999,1.04,3,3,1,1,111092,,10,12.5,5,5.0500002,4,.1,1,2,7,16,1.1799999,1.04,1.03,3,3,18,16.25,-1.75,.1882353,.80000019,1
172,1,0,1,0,0,1,0,0,0,0,0,24,5,4.75,13,.25,0,.30000001,1,9,12.5,1.12,1.02,1.0599999,5,4,1,1,111692,2,7,23,3,5.0500002,8,.18000001,0,1,9,13,1.11,1.01,1.05,6,3,12,18.5,6.5,.063157894,.30000019,1
173,1,0,1,0,0,1,0,0,0,3,6,40,10,4.8499999,26,.15000001,0,50,2,6.5,17.5,1.0599999,.94999999,.98000002,4,3,1,1,111792,1,11,30,5,5.0500002,26,.15000001,0,2,6,18,1.05,.94,1.04,4,3,26,26,0,.041237134,.20000029,1
174,1,0,1,0,0,1,0,0,1,2,11,20,4,4.75,26,.15000001,0,50,2,7,16,1.1799999,.88,.98000002,4,3,1,1,111092,,20,20,3,5.0500002,4,.2,0,2,7,16,1.05,.89999998,.98000002,3,3,21,30,9,.063157894,.30000019,1
176,1,0,1,0,0,1,0,0,0,0,15,21,4,4.6199999,13,.12,0,20,1,7,16,1.0599999,,1.05,4,4,1,1,111792,1,20,27.5,4,5.0500002,,,0,2,7,16,1.04,1.0599999,,,,25.5,33.75,8.25,.093073621,.43000031,1
178,2,1,1,0,0,1,0,0,1,0,13,12,3,4.25,52,.2,1,96,1,11,10,.91000003,.85000002,2.3399999,3,2,1,1,111191,,1,10,3,5.0500002,26,.25,1,1,11,10.5,1.01,.94,2.6400001,3,2,19,6,-13,.1882353,.80000019,1
179,2,0,1,0,0,1,0,0,0,2,2,12,3,4.25,13,.25,1,90,1,10.5,10.5,.91000003,.91000003,2.3399999,3,3,1,1,111892,3,2,10,4,5.0500002,26,.2,0,1,10.5,11,.94,.83999997,2.49,3,3,8,7,-1,.1882353,.80000019,1
180,2,0,1,0,0,1,0,0,1,0,8,3,4,4.5,26,.25,0,30,2,11,11,1.0599999,1.01,2.6600001,4,2,1,1,111192,,0,17.5,4,5.0500002,,,0,2,11,12,1.05,1.05,2.8499999,4,4,9.5,8.75,-.75,.12222222,.55000019,1
182,2,0,1,1,0,0,0,0,1,0,3,15,3,4.5,4,.25,1,100,2,11,11,1.0599999,1.01,2.6600001,4,3,1,1,111192,,0,15,3,5.0500002,26,.25,0,2,11.5,10,1.05,1,2.73,4,3,10.5,7.5,-3,.12222222,.55000019,1
183,2,0,1,0,0,1,0,0,0,0,12,4,4,4.6199999,20,.33000001,0,100,3,11,11,1.0599999,1.01,2.6600001,4,3,1,1,111892,4,15,10,2,5.0500002,13,.25,0,2,11,10.5,1.05,1,2.75,4,3,14,20,6,.093073621,.43000031,1
185,2,0,1,0,1,0,0,0,1,0,2,9,3,4.5,13,.2,0,100,2,11,10.5,1.0599999,1.01,2.6600001,4,4,1,1,111192,,2,6,3,5.0500002,26,.25,1,1,11,10.5,1.05,1,2.75,3,3,6.5,5,-1.5,.12222222,.55000019,1
186,3,0,1,0,0,1,0,0,0,3,10,20,4,4.75,26,.15000001,1,50,2,6,16,1.12,1.02,.94999999,5,3,1,1,111892,3,12,18,4,5.0500002,26,,0,2,6,16,1.17,1.0599999,.94999999,5,3,20,21,1,.063157894,.30000019,1
189,3,0,1,0,0,1,0,0,0,0,4,15,3,4.75,39,.2,0,95,2,7,15,1.12,1.0700001,1.12,4,2,1,1,111292,,0,19,3,5.0500002,52,.2,0,2,7,15,1.11,1.0599999,1.05,5,3,11.5,9.5,-2,.063157894,.30000019,1
192,4,0,1,0,0,1,0,0,0,2,20,10,4,4.8699999,26,.17,1,10,2,10,12,.91000003,.85000002,1.0599999,2,2,1,1,111392,,4.5,30,3,5.25,19,.18000001,0,2,10.5,12.5,1.05,.83999997,1.26,2,2,25,19.5,-5.5,.036961012,.38000011,1
193,4,0,1,0,0,1,0,0,1,3,1,13,3,4.5,13,.12,1,,2,10,11,.94999999,.85000002,.99000001,2,1,1,1,111792,2,4,9,3,5.0500002,26,.13,1,2,9,13,1.01,.89999998,1.26,2,1,7.5,8.5,1,.12222222,.55000019,1
195,4,0,1,0,0,1,0,0,1,3,0,30,3,4.25,26,,1,100,2,10.5,11.5,1.0599999,.85000002,1.0599999,2,2,1,1,111892,2,8,25,3,5.0500002,26,.15000001,0,2,10.5,12.5,.94,.83999997,2.1099999,2,2,15,20.5,5.5,.1882353,.80000019,1
198,1,0,1,0,0,1,0,0,0,0,,,4,4.25,4,.12,1,65,3,7,16,1.0599999,.94999999,.94999999,3,3,1,1,111792,8,10,32,4,5.0500002,26,.15000001,0,2,7,16,1.05,.94,.94,3,3,,26,,.1882353,.80000019,0
199,2,0,1,0,0,1,0,0,0,0,0,12,3,4.3499999,,.12,0,25,1,11,10,.85000002,.80000001,2.3399999,4,3,1,1,111192,,11,3,4,5.0500002,2,.44999999,,1,11,10.5,.91000003,.89999998,2.45,4,3,6,12.5,6.5,.16091956,.70000029,1
200,1,0,1,0,0,1,0,0,0,0,0,60,3,4.25,9,.2,1,15,2,6,18,1.0599999,.91000003,.98000002,4,3,1,1,111092,,5,40,4,5.0500002,52,.25,0,2,6.5,17.5,1.05,.94,.98000002,5,4,30,25,-5,.1882353,.80000019,1
201,1,0,1,0,0,1,0,0,0,0,0,33,3,4.5,26,.34999999,0,65,2,7,17,1.0599999,1.02,.94999999,3,3,1,1,111092,,16,22,3,5.0500002,26,.28,1,1,7,17,1.05,.94999999,.94999999,3,3,16.5,27,10.5,.12222222,.55000019,1
202,1,0,1,0,0,1,0,0,0,2,30,14,4,4.25,4,.37,1,15,2,6,19,1.17,.94999999,.63,3,3,1,1,111692,,13,11,4,5.0500002,4,.079999998,0,3,6,19,1.15,.94999999,.63999999,3,3,37,18.5,-18.5,.1882353,.80000019,1
203,1,0,1,0,0,1,0,0,0,2,9,12,2,4.25,26,.15000001,0,50,2,7,17,1.0599999,.94999999,.94999999,3,3,1,1,111092,,4,34,3,5.0500002,26,.18000001,0,0,7,17,1.05,.94999999,.94999999,3,2,15,21,6,.1882353,.80000019,1
204,1,0,1,0,0,1,0,0,0,0,10,8.5,4,4.25,13,.27000001,0,31,2,6.5,17.5,1.0599999,1,1.0599999,3,3,1,1,111092,,12,13.5,3,5.0500002,13,.25,0,2,6.5,17.5,1.05,.99000001,1.05,3,2,14.25,18.75,4.5,.1882353,.80000019,1
207,2,1,1,0,0,1,0,0,0,0,8,10,4,4.75,8,.25,0,25,1,11,12,1.0599999,.85000002,2.3399999,4,2,1,1,111192,,8.5,6,2,5.1999998,52,.5,1,1,11,12,1.05,.83999997,2.3199999,5,3,13,11.5,-1.5,.063157894,.44999981,1
208,3,1,1,0,0,1,0,0,0,1,12,32,4,4.6199999,26,.15000001,0,95,2,6,17,1.1900001,.94,.85000002,4,4,1,1,111792,2,5,32,3,5.0500002,26,,0,2,8,14,1.0599999,1.0599999,1.05,5,5,28,21,-7,.093073621,.43000031,1
209,3,1,1,0,0,1,0,0,0,0,4,36,4,4.25,26,.12,0,75,2,6,18,1.17,.94999999,.94999999,5,5,1,1,111192,,6,37,4,5.0500002,26,.2,0,2,7,16,1.11,1.0599999,1.05,5,5,22,24.5,2.5,.1882353,.80000019,1
210,4,1,1,0,0,1,0,0,0,3,0,19,2,4.5,13,.17,1,90,2,10.5,11.5,1.0599999,.94999999,.94999999,4,2,1,1,111392,,0,14,3,5.0500002,13,.2,0,2,10,11,,,,4,,9.5,7,-2.5,.12222222,.55000019,1
211,1,0,1,1,0,0,0,0,0,2,3,28,4,4.5,13,,0,80,2,7,15,1.02,.94999999,.94999999,3,3,1,1,111692,,2,35,4,5.0500002,4,,0,2,7,15,,.89999998,,3,2,17,19.5,2.5,.12222222,.55000019,1
212,1,0,1,1,0,0,0,0,0,0,11,17.5,3,4.5,13,.17,0,95,1,7,16,1.0599999,.88,.83999997,3,2,1,1,111092,,20,15,3,5.0500002,4,.52999997,1,2,7,16,1.05,.94,.88999999,2,2,19.75,27.5,7.75,.12222222,.55000019,1
213,1,1,1,1,0,0,0,0,0,1,4.5,20,4,4.5500002,4,.15000001,0,50,2,6.5,17.5,.95999998,.93000001,.93000001,4,3,2,1,121892,2,12,17.5,4,5.0500002,19,.15000001,1,2,6.5,17.5,1.05,.94,.94,4,3,14.5,20.75,6.25,.10989007,.5,1
214,1,0,1,1,0,0,0,0,0,0,2,30,3,4.6199999,6.5,.25,0,75,2,7,16,1.02,.88999999,.91000003,2,2,1,1,111892,1,0,35,5,5.0500002,,,0,2,6.75,16.25,1.04,.93000001,.95999998,3,2,17,17.5,.5,.093073621,.43000031,1
215,1,0,1,1,0,0,0,0,0,0,10,10,3,4.5,13,.2,0,100,2,7,16,1.0599999,.88999999,.91000003,3,3,1,1,111092,,20,10,3,5.0500002,26,.15000001,0,3,7,16,.93000001,.83999997,.93000001,3,3,15,25,10,.12222222,.55000019,1
216,2,0,1,1,0,0,0,0,0,0,2,11,3,4.25,13,.15000001,0,100,1,11,10.5,1.0599999,.94999999,2.77,4,3,1,1,111192,,2,18,3,5.0500002,13,.2,0,2,11,10.5,1.05,.94,2.75,5,3,7.5,11,3.5,.1882353,.80000019,1
217,2,1,1,1,0,0,0,0,0,0,2,13,2,4.25,13,.17,0,73,1,11,10,.94999999,.74000001,2.1900001,4,3,1,1,111192,,0,12,3,5.0500002,26,.2,0,1,10.5,10.5,.94,.73000002,2.3199999,4,4,8.5,6,-2.5,.1882353,.80000019,1
218,2,1,1,1,0,0,0,0,0,0,7,4,2,4.3499999,26,.25,0,5,1,11,10,.85000002,.74000001,2.3399999,3,2,1,1,111192,,5,3,3,5.0500002,26,.25,0,1,11,11,.94999999,.73000002,2.1900001,3,3,9,6.5,-2.5,.16091956,.70000029,1
219,2,1,1,1,0,0,0,0,0,0,3,9,3,4.25,19,.12,0,50,2,11,10,.91000003,.74000001,2.3399999,4,3,1,1,111192,,9,9,2,5.0500002,26,.18000001,0,1,10.5,10.5,.94,.73000002,2.53,,,7.5,13.5,6,.1882353,.80000019,1
220,2,0,1,1,0,0,0,0,0,4,3,15,2,4.25,13,.25,0,50,2,11,10,1.0599999,.94999999,2.77,5,3,1,1,111492,1,3,12,3,5.0500002,13,.13,0,1,11,10,1.09,.89999998,2.75,4,3,10.5,9,-1.5,.1882353,.80000019,1
221,2,0,1,1,0,0,0,0,0,0,1,28,3,4.5999999,13,.25,0,95,1,11,11,1.02,.94999999,2.5599999,4,3,1,1,111192,,1,15,3,5.0500002,13,.15000001,0,1,11,11,1.05,.94,2.53,4,3,15,8.5,-6.5,.097826108,.45000029,1
222,3,1,1,1,0,0,0,0,0,3,2,24,3,4.25,13,.25,0,75,2,9,12.5,1.12,.85000002,1.0599999,3,1,1,1,111192,,2,15,3,5.0500002,26,.2,0,2,10,11.5,1.01,1.01,.88999999,3,1,14,9.5,-4.5,.1882353,.80000019,1
223,3,1,1,1,0,0,0,0,0,2,3,18,3,4.75,13,.25,0,30,2,6,16,,,,3,2,2,1,121892,2,3,20,3,5.0500002,28,.25,0,2,7,15,1.01,1.01,.94,3,2,12,13,1,.063157894,.30000019,1
225,3,1,1,1,0,0,0,0,0,0,3,27,3,4.75,13,.2,0,25,2,6,17,1.0599999,.91000003,.91000003,6,3,1,1,111192,,12,25,4,5.0500002,4,.1,0,2,6,17,1.01,1.01,.94,5,3,16.5,24.5,8,.063157894,.30000019,1
226,4,0,1,1,0,0,0,0,0,0,0,22,2,4.25,13,.25,0,60,1,10.5,11.5,.94999999,.70999998,.94999999,2,2,1,1,111792,1,0,26,2,5.3000002,52,.15000001,0,1,10.5,10.5,1,.85000002,.94,2,2,11,13,2,.1882353,1.0500002,1
228,4,0,1,1,0,0,0,0,0,0,3,28.5,3,4.5,13,.2,1,20,3,10.5,12.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,11,19,3,5.0500002,,,0,1,10.5,12.5,1,.83999997,.88999999,2,,17.25,20.5,3.25,.12222222,.55000019,1
229,1,0,1,0,0,1,0,0,0,2,3,40,3,4.5,26,.1,0,30,2,8.5,13.5,.94999999,.94999999,1.0599999,5,4,1,1,111692,,22,11,3,5.5,26,.15000001,1,2,8.5,13.5,1.01,.94,.94,4,3,23,27.5,4.5,.12222222,1,1
230,1,0,1,0,0,1,0,0,0,0,0,25,3,4.25,26,.1,0,60,1,7,17,1.02,.94999999,.94999999,3,2,1,1,111692,,15,17,3,5.0500002,26,.18000001,0,1,7,17,1.05,.94,.94,3,2,12.5,23.5,11,.1882353,.80000019,1
232,1,0,1,0,0,1,0,0,0,3,18,6,3,4.75,26,.12,1,46,3,7,16,1.0599999,.94999999,.94999999,3,3,1,1,111892,3,18,10,4,5.0500002,13,.25,0,2,7,15,1.05,.94999999,.94999999,3,2,21,23,2,.063157894,.30000019,1
233,1,0,1,0,0,1,0,0,0,0,19,7,3,4.6500001,13,.31999999,0,10,2,7,16,1.17,.94999999,.94999999,2,2,1,1,111092,,15,7,3,5.0500002,26,.25,0,2,7,16,1.05,.94,.94,2,2,22.5,18.5,-4,.086021483,.4000001,1
235,1,0,1,0,0,1,0,0,0,2,5,17,1,4.25,26,.20999999,0,100,2,7,16,1.02,.94999999,1.04,3,2,2,1,121592,4,,28,3,5.0500002,28,.5,1,2,8,15,1.11,1.11,1.03,4,2,13.5,,,.1882353,.80000019,0
